molecule_chembl_id,canonical_smiles,standard_value,molecule_pref_name,standard_type,standard_units,assay_type,target_tax_id
CHEMBL3911503,CC(C)(O)C1CC(CN2CC[C@@H](C#N)[C@H](n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)C2)C1,25.0,,IC50,nM,B,9606
CHEMBL3981489,N#C[C@@H]1CCN(CC2CCC2)C[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,5.0,,IC50,nM,B,9606
CHEMBL3892314,Cn1nccc1CN1CC[C@@H](C#N)[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C1,2.0,,IC50,nM,B,9606
CHEMBL3986662,Cc1cc(CN2CC[C@@H](C#N)[C@H](n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)C2)no1,4.0,,IC50,nM,B,9606
CHEMBL3889987,Cc1c(CN2CC[C@@H](C#N)[C@H](n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)C2)cnn1C,1.0,,IC50,nM,B,9606
CHEMBL3959023,N#C[C@@H]1CCN(Cc2ccc(F)cn2)C[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,0.7,,IC50,nM,B,9606
CHEMBL3947974,N#C[C@@H]1CCN(Cc2cccnc2F)C[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,1.0,,IC50,nM,B,9606
CHEMBL3974023,Cc1ncc(CN2CC[C@@H](C#N)[C@H](n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)C2)s1,1.0,,IC50,nM,B,9606
CHEMBL3935618,CCn1ccnc1CN1CC[C@@H](C#N)[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C1,2.0,,IC50,nM,B,9606
CHEMBL3963053,CC1=NOC(CN2CC[C@@H](C#N)[C@H](n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)C2)C1,6.0,,IC50,nM,B,9606
CHEMBL3954457,N#C[C@@H]1CCN(CC2CCOC2)C[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,6.0,,IC50,nM,B,9606
CHEMBL4107067,N#C[C@@H]1CN(Cc2cccnn2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,19.0,,IC50,nM,B,9606
CHEMBL4107174,N#C[C@@H]1CN(Cc2cnccn2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,7.0,,IC50,nM,B,9606
CHEMBL4109645,N#C[C@@H]1CN(Cc2ccon2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,3.0,,IC50,nM,B,9606
CHEMBL4108063,N#C[C@@H]1CN(Cc2cocn2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,6.0,,IC50,nM,B,9606
CHEMBL4112280,Cn1ccc(CN2CC[C@@H](n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)[C@H](C#N)C2)n1,17.0,,IC50,nM,B,9606
CHEMBL4112766,N#C[C@@H]1CN(Cc2cscn2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,5.0,,IC50,nM,B,9606
CHEMBL4114959,N#C[C@@H]1CN(Cc2cncc(F)c2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,6.0,,IC50,nM,B,9606
CHEMBL4114100,N#C[C@@H]1CN(Cc2ncco2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,5.0,,IC50,nM,B,9606
CHEMBL4110756,COC1CC(CN2CC[C@@H](n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)[C@H](C#N)C2)C1,16.0,,IC50,nM,B,9606
CHEMBL4109347,N#C[C@@H]1CN(CCC2CCOCC2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,23.0,,IC50,nM,B,9606
CHEMBL4114576,N#C[C@@H]1CN(Cc2ccn[nH]2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,4.0,,IC50,nM,B,9606
CHEMBL4115501,Cc1cc(CN2CC[C@@H](n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)[C@H](C#N)C2)no1,7.0,,IC50,nM,B,9606
CHEMBL4111931,Cc1c(CN2CC[C@@H](n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)[C@H](C#N)C2)cnn1C,10.0,,IC50,nM,B,9606
CHEMBL4113820,N#C[C@@H]1CN(Cc2cccnc2F)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,5.0,,IC50,nM,B,9606
CHEMBL4112701,N#C[C@@H]1CN(Cc2cccc(F)n2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,2.0,,IC50,nM,B,9606
CHEMBL4111745,Cc1ncc(CN2CC[C@@H](n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)[C@H](C#N)C2)s1,5.0,,IC50,nM,B,9606
CHEMBL4109371,CCn1ccnc1CN1CC[C@@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](C#N)C1,7.0,,IC50,nM,B,9606
CHEMBL4106905,CC1=NOC(CN2CC[C@@H](n3cc(C(N)=O)c(Nc4ccc(F)cc4)n3)[C@H](C#N)C2)C1,4.0,,IC50,nM,B,9606
CHEMBL4114032,N#C[C@@H]1CN(CC2CCC2)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,5.0,,IC50,nM,B,9606
CHEMBL3912265,N#C[C@@H]1CCN(Cc2cncs2)C[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,0.5,,IC50,nM,B,9606
CHEMBL3917134,Cc1ncoc1CN1CC[C@@H](C#N)[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C1,0.6,,IC50,nM,B,9606
CHEMBL3894596,N#C[C@H]1CS(=O)(=O)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,37.0,,IC50,nM,B,9606
CHEMBL4109366,N#C[C@@H]1CS(=O)(=O)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,6.0,,IC50,nM,B,9606
CHEMBL4107562,N#C[C@@H]1CS(=O)(=O)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,3.0,,IC50,nM,B,9606
CHEMBL4109793,N#C[C@@H]1CS(=O)(=O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,30.0,,IC50,nM,B,9606
CHEMBL4109366,N#C[C@@H]1CS(=O)(=O)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,1.0,,IC50,nM,B,9606
CHEMBL4111885,N#C[C@@H]1CS(=O)(=O)C[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,0.8,,IC50,nM,B,9606
CHEMBL4110575,N#C[C@@H]1CS(=O)(=O)C[C@H]1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,0.5,,IC50,nM,B,9606
CHEMBL3909589,N#C[C@H]1CS(=O)(=O)C[C@H]1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,5.0,,IC50,nM,B,9606
CHEMBL4067915,N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,0.2,,IC50,nM,B,9606
CHEMBL3914858,N#C[C@@H]1CCOC[C@H]1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,18.0,,IC50,nM,B,9606
CHEMBL4108565,N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(OC(F)(F)F)cc2)n1,0.2,,IC50,nM,B,9606
CHEMBL4089234,N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,0.2,,IC50,nM,B,9606
CHEMBL3939984,N#C[C@@H]1CCOC[C@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,5.0,,IC50,nM,B,9606
CHEMBL3899281,N#C[C@@H]1CCOC[C@H]1n1cc(C(N)=O)c(Nc2ccc([C@@H](O)C(F)(F)F)cc2)n1,3.0,,IC50,nM,B,9606
CHEMBL3900421,N#C[C@@H]1CCOC[C@H]1n1cc(C(N)=O)c(Nc2ccc([C@H](O)C(F)(F)F)cc2)n1,4.0,,IC50,nM,B,9606
CHEMBL4111960,N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc([C@@H](O)C(F)(F)F)cc2)n1,0.09,,IC50,nM,B,9606
CHEMBL4089118,N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc([C@H](O)C(F)(F)F)cc2)n1,0.09,,IC50,nM,B,9606
CHEMBL4111202,N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)c(Cl)c2)n1,26.0,,IC50,nM,B,9606
CHEMBL3923812,N#C[C@@H]1CCOC[C@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)c(Cl)c2)n1,0.4,,IC50,nM,B,9606
CHEMBL4111002,N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,16.0,,IC50,nM,B,9606
CHEMBL3913755,N#C[C@@H]1CCOC[C@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)c(F)c2)n1,0.2,,IC50,nM,B,9606
CHEMBL4113945,N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)nc2)n1,0.7,,IC50,nM,B,9606
CHEMBL3927391,N#C[C@@H]1CCOC[C@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)nc2)n1,46.0,,IC50,nM,B,9606
CHEMBL4113249,C[C@](O)(c1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)cc2C(N)=O)cc1)C(F)F,0.03,,IC50,nM,B,9606
CHEMBL4112743,C[C@@](O)(c1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)cc2C(N)=O)cc1)C(F)F,0.05,,IC50,nM,B,9606
CHEMBL3947292,C[C@](O)(c1ccc(Nc2nn([C@@H]3COCC[C@H]3C#N)cc2C(N)=O)cc1)C(F)F,3.0,,IC50,nM,B,9606
CHEMBL3959433,C[C@@](O)(c1ccc(Nc2nn([C@@H]3COCC[C@H]3C#N)cc2C(N)=O)cc1)C(F)F,2.0,,IC50,nM,B,9606
CHEMBL4108565,N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(OC(F)(F)F)cc2)n1,7.0,,IC50,nM,B,9606
CHEMBL3904885,N#C[C@@H]1CCOC[C@H]1n1cc(C(N)=O)c(Nc2cnc3cc(Cl)ccc3c2)n1,21.0,,IC50,nM,B,9606
CHEMBL4109202,N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2cnc3cc(Cl)ccc3c2)n1,0.5,,IC50,nM,B,9606
CHEMBL4110650,COC(C)(C)c1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)cc2C(N)=O)cc1,3.0,,IC50,nM,B,9606
CHEMBL4113190,CC1(c2ccc(Nc3nn([C@H]4COCC[C@@H]4C#N)cc3C(N)=O)cc2)COC1,0.1,,IC50,nM,B,9606
CHEMBL3920418,COC(C)(C)c1ccc(Nc2nn([C@@H]3COCC[C@H]3C#N)cc2C(N)=O)cc1,0.1,,IC50,nM,B,9606
CHEMBL3895925,CC1(c2ccc(Nc3nn([C@@H]4COCC[C@H]4C#N)cc3C(N)=O)cc2)COC1,6.0,,IC50,nM,B,9606
CHEMBL4108622,N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)nc2)n1,31.0,,IC50,nM,B,9606
CHEMBL3938373,N#C[C@@H]1CCOC[C@H]1n1cc(C(N)=O)c(Nc2ccc(Cl)nc2)n1,0.5,,IC50,nM,B,9606
CHEMBL4110738,N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)nc2)n1,0.8,,IC50,nM,B,9606
CHEMBL4110316,N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2cncc(F)c2)n1,83.0,,IC50,nM,B,9606
CHEMBL3928267,N#C[C@@H]1CCOC[C@H]1n1cc(C(N)=O)c(Nc2cncc(F)c2)n1,0.9,,IC50,nM,B,9606
CHEMBL4110471,N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)F)nc2)n1,38.0,,IC50,nM,B,9606
CHEMBL3934877,N#C[C@@H]1CCOC[C@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)F)nc2)n1,0.5,,IC50,nM,B,9606
CHEMBL4109943,CN(C)C(=O)c1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)cc2C(N)=O)cc1,0.05,,IC50,nM,B,9606
CHEMBL4061128,N#Cc1ccc(Nc2nn([C@H]3COCC[C@@H]3C#N)cc2C(N)=O)cc1,0.07,,IC50,nM,B,9606
CHEMBL4113597,N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(OCC(F)(F)F)nc2)n1,0.6,,IC50,nM,B,9606
CHEMBL4100288,N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccccc2)n1,10.0,,IC50,nM,B,9606
CHEMBL3916138,N#C[C@@H]1CCOC[C@H]1n1cc(C(N)=O)c(Nc2ccccc2)n1,0.3,,IC50,nM,B,9606
CHEMBL4114981,C[C@@H]1C[C@H](C#N)[C@@H](n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CO1,5.0,,IC50,nM,B,9606
CHEMBL4108999,C[C@H]1OCC[C@@H](C#N)[C@@H]1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,29.0,,IC50,nM,B,9606
CHEMBL4111682,N#C[C@@H]1COCC[C@H]1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,41.0,,IC50,nM,B,9606
CHEMBL3895755,N#C[C@H]1COCC[C@@H]1n1cc(C(N)=O)c(Nc2ccnc(F)c2)n1,2.0,,IC50,nM,B,9606
CHEMBL4111885,N#C[C@@H]1CS(=O)(=O)C[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,179.0,,IC50,nM,B,9606
CHEMBL3932038,N#C[C@H]1CS(=O)(=O)C[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,1.0,,IC50,nM,B,9606
CHEMBL3894596,N#C[C@H]1CS(=O)(=O)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,163.0,,IC50,nM,B,9606
CHEMBL3893456,N#C[C@H]1CS(=O)(=O)CC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,3.0,,IC50,nM,B,9606
CHEMBL4107562,N#C[C@@H]1CS(=O)(=O)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,71.0,,IC50,nM,B,9606
CHEMBL4107562,N#C[C@@H]1CS(=O)(=O)CC[C@H]1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,2.0,,IC50,nM,B,9606
CHEMBL3972345,C[C@]1(C#N)CS(=O)(=O)CC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,0.5,,IC50,nM,B,9606
CHEMBL4114824,C[C@@]1(C#N)CS(=O)(=O)C[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,2.0,,IC50,nM,B,9606
CHEMBL4108691,C[C@]1(C#N)CS(=O)(=O)C[C@H]1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,84.0,,IC50,nM,B,9606
CHEMBL3900232,CN(c1nc(Nc2cnn(C)c2)ncc1Cl)C1CCC2(CC1)CCN(C(=O)CC#N)C2,20.0,,IC50,nM,B,9606
CHEMBL3928202,Cn1cc(Nc2nccc(NC3CCC4(CC3)CCN(C(=O)CC#N)C4)n2)cn1,55.0,,IC50,nM,B,9606
CHEMBL3964986,Cc1cnc(Nc2cnn(C)c2)nc1NC1CN(C(=O)CC#N)CC12CCCC2,11.0,,IC50,nM,B,9606
CHEMBL3894803,Cc1cnc(Nc2cnn(C)c2)nc1NC1CCC2(CC1)CCN(C(=O)CC#N)C2,7.0,,IC50,nM,B,9606
CHEMBL3917346,Cn1cc(Nc2ncc(Cl)c(NC3CC4CNCC4C3)n2)cn1,27.0,,IC50,nM,B,9606
CHEMBL3977718,Cn1cc(Nc2ncc(Cl)c(NC3CC4CN(C(=O)CC#N)CC4C3)n2)cn1,1.0,,IC50,nM,B,9606
CHEMBL3970415,Cn1cc(Nc2ncc(Cl)c(NC3CCC4(CCNC4)CC3)n2)cn1,2.0,,IC50,nM,B,9606
CHEMBL3970415,Cn1cc(Nc2ncc(Cl)c(NC3CCC4(CCNC4)CC3)n2)cn1,2.0,,IC50,nM,B,9606
CHEMBL3944322,Cn1cc(Nc2ncc(Cl)c(NC3CCC4(CC3)CCN(C(=O)CC#N)C4)n2)cn1,0.8,,IC50,nM,B,9606
CHEMBL3944322,Cn1cc(Nc2ncc(Cl)c(NC3CCC4(CC3)CCN(C(=O)CC#N)C4)n2)cn1,2.0,,IC50,nM,B,9606
CHEMBL3959356,Cn1cc(Nc2ncc(Cl)c(NC3CN(C(=O)CC#N)CC34CCCC4)n2)cn1,7.0,,IC50,nM,B,9606
CHEMBL3931866,CN(c1nc(Nc2cnn(C)c2)ncc1Cl)C1CCC2(CCCN(C(=O)CC#N)C2)C1,3.0,,IC50,nM,B,9606
CHEMBL3890379,Cn1cc(Nc2ncc(Cl)c(NC3CCC4CN(C(=O)CC#N)CC4C3)n2)cn1,2.0,,IC50,nM,B,9606
CHEMBL3934612,CN(c1nc(Nc2cnn(C)c2)ncc1Cl)C1CCC2(CC1)CCN(C(=O)CC#N)CC2,19.0,,IC50,nM,B,9606
CHEMBL3908086,Cc1cnc(Nc2cnn(C)c2)nc1NC1CCC2(CC1)CCN(C(=O)CC#N)CC2,6.0,,IC50,nM,B,9606
CHEMBL3939630,Cn1cc(Nc2ncc(Cl)c(NC3CCC4(CC3)CCN(C(=O)CC#N)CC4)n2)cn1,2.0,,IC50,nM,B,9606
CHEMBL3902637,Cn1cc(Nc2ncc(Cl)c(NC3CCC4(CC3)CCN(c3ccc(C#N)cn3)CC4)n2)cn1,4.0,,IC50,nM,B,9606
CHEMBL3905686,CC(=O)N1CCC2(CCC(Nc3nc(Nc4cnn(C)c4)ncc3Cl)CC2)CC1,0.9,,IC50,nM,B,9606
CHEMBL3929488,Cn1cc(Nc2ncc(Cl)c(NC3CCC4(CC3)CCN(S(C)(=O)=O)CC4)n2)cn1,2.0,,IC50,nM,B,9606
CHEMBL3953702,Cn1cc(Nc2ncc(Cl)c(NC3CCC4(CC3)CCN(C(=O)C(F)(F)F)CC4)n2)cn1,0.9,,IC50,nM,B,9606
CHEMBL3917073,Cn1cc(Nc2ncc(Cl)c(NC3CC4CN(S(C)(=O)=O)CC4C3)n2)cn1,1.0,,IC50,nM,B,9606
CHEMBL3944988,CC(=O)N1CC2CC(Nc3nc(Nc4cnn(C)c4)ncc3Cl)CC2C1,3.0,,IC50,nM,B,9606
CHEMBL3943922,Cn1cc(Nc2ncc(Cl)c(NC3CC4CN(c5ccc(C#N)cn5)CC4C3)n2)cn1,0.4,,IC50,nM,B,9606
CHEMBL3906000,Cn1cc(Nc2ncc(Cl)c(NC3CC4CN(C(=O)C(F)(F)F)CC4C3)n2)cn1,2.0,,IC50,nM,B,9606
CHEMBL3961729,Cn1cc(Nc2ncc(Cl)c(NC3CC4CN(CC(F)(F)F)CC4C3)n2)cn1,2.0,,IC50,nM,B,9606
CHEMBL3934227,Cc1cc(Nc2ncc(Cl)c(NC3CCC4(CC3)CCN(C(=O)CC#N)CC4)n2)nn1C,5.0,,IC50,nM,B,9606
CHEMBL3892350,Cc1cc(Nc2ncc(Cl)c(NC3CC4CN(C(=O)CC#N)CC4C3)n2)nn1C,5.0,,IC50,nM,B,9606
CHEMBL3950519,Cn1cnc(Nc2ncc(Cl)c(NC3CC4CN(C(=O)CC#N)CC4C3)n2)c1,20.0,,IC50,nM,B,9606
CHEMBL3977733,Cn1cnc(Nc2ncc(Cl)c(NC3CCC4(CC3)CCN(C(=O)CC#N)CC4)n2)c1,3.0,,IC50,nM,B,9606
CHEMBL3948520,N#CCC(=O)N1CC2CC(Nc3nc(Nc4cnn(CCO)c4)ncc3Cl)CC2C1,57.0,,IC50,nM,B,9606
CHEMBL3985871,N#CCC(=O)N1CC2CC(Nc3nc(Nc4cnn(CC5CC5)c4)ncc3Cl)CC2C1,0.5,,IC50,nM,B,9606
CHEMBL3960628,N#CCC(=O)N1CCC2(CCC(Nc3nc(Nc4cnn(CC5CC5)c4)ncc3Cl)CC2)CC1,0.4,,IC50,nM,B,9606
CHEMBL3900601,N#CCC(=O)N1CCC2(CCC(Nc3nc(Nc4cnn(CCO)c4)ncc3Cl)CC2)CC1,14.0,,IC50,nM,B,9606
CHEMBL3971751,Cn1nc(C2CC2)cc1Nc1ncc(Cl)c(NC2CC3CN(C(=O)CC#N)CC3C2)n1,5.0,,IC50,nM,B,9606
CHEMBL3972386,Cc1nn(C)cc1Nc1ncc(Cl)c(NC2CCC3(CC2)CCN(C(=O)CC#N)CC3)n1,16.0,,IC50,nM,B,9606
CHEMBL3963780,Cc1cnc(Nc2cnn(C)c2)nc1NC1CC2CN(c3ccc(C#N)cn3)CC2C1,1.0,,IC50,nM,B,9606
CHEMBL3977358,Cc1cnc(Nc2cnn(C)c2)nc1NC1CC2CN(C(=O)CC#N)CC2C1,5.0,,IC50,nM,B,9606
CHEMBL3980325,CC(=O)N1CC2CC(Nc3nc(Nc4cnn(C)c4)ncc3C)CC2C1,42.0,,IC50,nM,B,9606
CHEMBL3956624,Cc1cnc(Nc2cnn(C)c2)nc1NC1CC2CN(S(C)(=O)=O)CC2C1,4.0,,IC50,nM,B,9606
CHEMBL3940613,Cc1nn(C)cc1Nc1ncc(Cl)c(NC2CC3CN(C(=O)CC#N)CC3C2)n1,2.0,,IC50,nM,B,9606
CHEMBL3971189,Cc1c(Nc2ncc(Cl)c(NC3CC4CN(C(=O)CC#N)CC4C3)n2)cnn1C,7.0,,IC50,nM,B,9606
CHEMBL3896530,CN(c1nc(Nc2cnn(C)c2)ncc1Cl)C1CC2CN(C(=O)CC#N)CC2C1,15.0,,IC50,nM,B,9606
CHEMBL3900587,CCn1cc(-c2cn3ncc(C(N)=O)c(N[C@H]4CN(c5ccc(C#N)cn5)C[C@H]4C)c3n2)cn1,4.0,,IC50,nM,B,9606
CHEMBL3900587,CCn1cc(-c2cn3ncc(C(N)=O)c(N[C@H]4CN(c5ccc(C#N)cn5)C[C@H]4C)c3n2)cn1,5.7,,IC50,nM,B,9606
CHEMBL3923936,CCn1cc(-c2cn3ncc(C(N)=O)c(N[C@H]4CN(c5ncc(C#N)cn5)C[C@H]4C)c3n2)cn1,8.3,,IC50,nM,B,9606
CHEMBL3973511,C[C@@H]1CN(c2ccc(C#N)cn2)C[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC(C)(C)O)c3)nc12,5.3,,IC50,nM,B,9606
CHEMBL3922873,C[C@H](O)Cn1cc(-c2cn3ncc(C(N)=O)c(N[C@H]4CN(c5ncc(C#N)cn5)C[C@H]4C)c3n2)cn1,20.5,,IC50,nM,B,9606
CHEMBL3914278,C[C@@H]1CN(c2ccc(C#N)cn2)C[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(C[C@@H](C)O)c3)nc12,6.7,,IC50,nM,B,9606
CHEMBL3945733,C[C@@H]1CN(c2ncc(C#N)cn2)C[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(C[C@@H](C)O)c3)nc12,18.6,,IC50,nM,B,9606
CHEMBL3924656,C[C@@H]1CN(c2ncc(C#N)cn2)C[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC(C)(C)O)c3)nc12,19.3,,IC50,nM,B,9606
CHEMBL3985826,C[C@@H]1CN(c2nnc(C(F)(F)F)s2)C[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC(C)(C)O)c3)nc12,6.9,,IC50,nM,B,9606
CHEMBL3899852,C[C@H](O)Cn1cc(-c2cn3ncc(C(N)=O)c(N[C@H]4CN(c5ccc(C#N)cn5)C[C@H]4C)c3n2)cn1,4.3,,IC50,nM,B,9606
CHEMBL3903685,CC(C)n1cc(-c2cn3ncc(C(N)=O)c(N[C@H]4CN(c5ncc(C#N)cn5)C[C@H]4C)c3n2)cn1,5.7,,IC50,nM,B,9606
CHEMBL3975857,COC[C@H](O)Cn1cc(-c2cn3ncc(C(N)=O)c(N[C@H]4CN(c5ncc(C#N)cn5)C[C@H]4C)c3n2)cn1,16.9,,IC50,nM,B,9606
CHEMBL3949959,Cc1nn(C)cc1-c1cn2ncc(C(N)=O)c(N[C@H]3CN(c4ncc(C#N)cn4)C[C@H]3C)c2n1,3.3,,IC50,nM,B,9606
CHEMBL3965169,CCCn1cc(-c2cn3ncc(C(N)=O)c(N[C@H]4CN(c5ncc(C#N)cn5)C[C@H]4C)c3n2)cn1,2.4,,IC50,nM,B,9606
CHEMBL3937711,CCCn1cc(-c2cn3ncc(C(N)=O)c(N[C@H]4CN(c5ccc(C#N)cn5)C[C@H]4C)c3n2)cn1,5.6,,IC50,nM,B,9606
CHEMBL3923801,C[C@@H]1CN(c2ccc(C#N)cn2)C[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(C[C@H](O)C(F)(F)F)c3)nc12,9.6,,IC50,nM,B,9606
CHEMBL3929793,C[C@@H]1CN(C(=O)C2(C#N)CC2)C[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(C)c3)nc12,1.7,,IC50,nM,B,9606
CHEMBL3950992,CCn1cc(-c2cn3ncc(C(N)=O)c(N[C@H]4CN(C(=O)C5(C#N)CC5)C[C@H]4C)c3n2)cn1,4.2,,IC50,nM,B,9606
CHEMBL4108712,C[C@@H]1CN(C(=O)C2(C#N)CCC2)C[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(C)c3)nc12,8.9,,IC50,nM,B,9606
CHEMBL3958864,C[C@@H]1CN(C(=O)C2(C#N)CC2)C[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(CC(C)(C)O)c3)nc12,4.2,,IC50,nM,B,9606
CHEMBL3957457,C[C@H](O)Cn1cc(-c2cn3ncc(C(N)=O)c(N[C@H]4CN(C(=O)C5(C#N)CC5)C[C@H]4C)c3n2)cn1,2.2,,IC50,nM,B,9606
CHEMBL4110159,C[C@@H]1CN(C(=O)C2(C#N)COC2)C[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3cnn(C)c3)nc12,12.9,,IC50,nM,B,9606
CHEMBL3943940,C[C@@H]1CN(C(=O)C2(C#N)CC2)C[C@@H]1Nc1c(C(N)=O)cnn2cc(-c3ccnn3C)nc12,2.5,,IC50,nM,B,9606
CHEMBL3921483,COC[C@H](O)Cn1cc(-c2cn3ncc(C(N)=O)c(N[C@H]4CN(C(=O)C5(C#N)CC5)C[C@H]4C)c3n2)cn1,2.7,,IC50,nM,B,9606
CHEMBL4106494,Cc1nn(C)c(C)c1-c1cn2ncc(C(N)=O)c(N[C@H]3CN(C(=O)C4(C#N)CC4)C[C@H]3C)c2n1,1.1,,IC50,nM,B,9606
CHEMBL3939580,Cc1nn(C)cc1-c1cn2ncc(C(N)=O)c(N[C@H]3CN(C(=O)C4(C#N)CC4)C[C@H]3C)c2n1,0.6,,IC50,nM,B,9606
